地址,行政区,街道,总户数,lng,lat
金地艺境(松江),松江,松江老城,860,121.19380353167486,31.02448926016052
颂和苑,闵行,浦江镇,860,121.50674288105533,31.03954126996708
恒大华城新华苑,浦东,三林,860,121.49126597542391,31.167471826602565
同济城市雅筑,松江,松江老城,859,121.25374815959992,31.01944430772528
博二小区,浦东,金桥,857,121.60283686722144,31.274353317973127
怡华家园,嘉定,嘉定城区,852,121.25013104263346,31.410750615303602
金沙江小区,普陀,长风,850,121.41494908336547,31.2367807674756
中星海上名庭,普陀,长征,850,121.39681175613572,31.246087023642975
龙兆苑,徐汇,龙华,850,121.45336529816079,31.176368183752288
宏翔公寓,杨浦,黄兴公园,848,121.54814443455194,31.312736495571702
共富鑫鑫花园,宝山,共富,846,121.43395866524541,31.35141696994387
日月华庭,闵行,颛桥,844,121.40748694932464,31.074013019743116
民庆家园,杨浦,中原,839,121.52617278008339,31.32703776119146
时运苑,杨浦,黄兴公园,839,121.53435751107645,31.294540717418045
玉兰四村,嘉定,安亭,838,121.17260071949214,31.303345009470704
新高苑(四期),浦东,高行,837,121.62647002756124,31.296012901327227
花苑二村,闵行,浦江镇,836,121.5407175140871,31.072272039662757
大名城名郡,嘉定,安亭,832,121.16266869445161,31.295503147548555
嘉乐东润舒庭,嘉定,嘉定城区,831,121.28444900803113,31.385770333006136
鸿发家园,闵行,古美罗阳,830,121.39182587096859,31.135750875363335
步阳御江金都,嘉定,嘉定城区,829,121.253299994981,31.40459792360253
东五小区(浦东),浦东,金桥,828,121.63337305625268,31.321683748620377
高行绿洲五期,浦东,高行,826,121.60179797689915,31.33191491522612
华龙新苑,徐汇,徐汇滨江,826,121.46271998225004,31.180820834512843
控江六村,杨浦,控江,825,121.53662303757261,31.29061190000752
环城新村(松江),松江,松江老城,825,121.27292626359355,31.006505939603553
御沁园(公寓),浦东,周浦,824,121.58151387916165,31.107507643370113
康强坊,徐汇,康健,824,121.44339635276381,31.194556772822725
阳光美林,宝山,月浦,819,121.41687891309255,31.432251015962002
洛川东路400弄,静安,闸北公园,816,121.46711063009116,31.274956318323543
控江路1039弄,杨浦,控江,815,121.53719022767162,31.285488482331854
海德名园(公寓),松江,松江新城,810,121.20485006696144,31.03313692625722
中山北路805弄,静安,闸北公园,807,121.46433019487667,31.26770616748392
恒大佘山首府,松江,佘山,807,121.22596833119552,31.134886153837634
柏林映像,嘉定,安亭,806,121.18076200471138,31.270754447605565
尚海湾豪庭(二期）,徐汇,徐汇滨江,806,121.46778876092064,31.18706120293102
沁乐小区,嘉定,安亭,805,121.16422312230608,31.31400639744143
方舟园三村,松江,松江老城,804,121.24392743461209,31.023941529765736
中房樱桃苑,浦东,三林,803,121.53109315868375,31.154010670311205
明丰公寓,松江,松江新城,802,121.23511281179543,31.033157890322133
人乐三村,松江,松江老城,801,121.19363382436386,31.008425331520485
新月时代家园,宝山,月浦,800,121.43182483033702,31.409202888097894
申汉小区,普陀,长征,800,121.39799976517266,31.237807319952335
锦灏佳园,静安,大宁,798,121.46609464655937,31.2781442466501
聚缘中庭,闵行,浦江镇,796,121.55196708381911,31.04784543706206
美罗家园罗智苑,宝山,罗店,796,121.3517780839706,31.39624397596643
天汇广场酒店式公寓,普陀,真如,795,121.40988398774746,31.26230584385584
恒大华城东林苑,浦东,三林,795,121.49439504300682,31.164371745485855
葛洲坝绿城玉兰花园,青浦,青浦城区,794,121.10124894164845,31.178354245975893
南苑十村,嘉定,嘉定城区,793,121.25518041790504,31.371773220186217
月浦七村,宝山,月浦,792,121.42973627002632,31.422753023910545
瑞和明庭北区,青浦,华新,792,121.24051872452394,31.18656583799063
岭南苑,浦东,三林,789,121.54796162938067,31.19831610934011
卢湾都市花园,黄浦,斜土路,787,121.48349985479851,31.206876973683272
虹祺花苑,虹口,四川北路,785,121.48556227441887,31.27041416002692
春江美庐(公寓),宝山,杨行,785,121.45831684796232,31.37444589665965
鞍山五村,杨浦,鞍山,785,121.51235773964545,31.280881332354
安信湖畔天地,松江,松江新城,784,121.22352583851388,31.039673466026816
聚缘南庭,闵行,浦江镇,783,121.55278445200264,31.045939454889137
蓬莱山庄,青浦,青浦城区,783,121.13620292829567,31.149587488240606
谈家港花苑一村(谈中路102弄),闵行,浦江镇,782,121.53898486241944,31.0720992930925
汇秀景苑二街坊,闵行,浦江镇,780,121.54985804214277,31.0460168798816
丝庐花语,徐汇,大木桥,779,121.47342796359007,31.20194278668469
上大东村,静安,新客站,779,121.4664831662077,31.28409863676372
名门世家(浦东),浦东,洋泾,777,121.55973077901965,31.251322659218847
锦城世纪飞凡,宝山,顾村,776,121.3973993377698,31.361108496120185
宝华城市花园,虹口,江湾凉城,776,121.47286939722397,31.284688352073935
海尚名都,松江,松江老城,776,121.2093070097492,31.021190983422727
新虹桥雅苑,青浦,徐泾,774,121.31683049624097,31.183203249491736
通源小区,静安,西藏北路,774,121.48653990030537,31.262864858428163
凤城四村,杨浦,控江,773,121.5277535282893,31.289302103160825
世纪非凡锦城,宝山,顾村,773,121.3973993377698,31.361108496120185
东旺公寓,普陀,长征,771,121.3874560839104,31.251029534353954
上河湾,普陀,长征,769,121.37526895271763,31.233524887483
金榜世家（六期）,闵行,闵行,768,121.44169388416128,31.02201494881672
中茂世纪财富广场,嘉定,嘉定北部,768,121.21093527831658,31.42321693809164
高尚领域,普陀,真如,763,121.41519198517537,31.261165888261143
百汇园,徐汇,徐汇滨江,761,121.46631859412301,31.179089015773126
方舟园四村,松江,松江老城,760,121.24483005198852,31.026298137664895
嘉福汇,嘉定,嘉定城区,758,121.24816195695558,31.369817859179268
富浩河滨花园,宝山,月浦,756,121.43129941144423,31.41221472240116
佘山珑原,松江,佘山,755,121.20458497700545,31.074269505182333
东安五村,徐汇,徐汇滨江,754,121.45909351613304,31.19072466528382
紫华欣苑,杨浦,周家嘴路,748,121.55492322759135,31.285748710278487
嘉华居(公寓),嘉定,嘉定城区,748,121.26332203023362,31.40694589380788
浣纱五村,杨浦,黄兴公园,746,121.5419560078937,31.307089021356223
杨泰苑,宝山,杨行,746,121.44409298868679,31.378326940964392
同济欣苑,杨浦,新江湾城,746,121.50098896477228,31.31397786051069
莱阳新家园,浦东,金桥,745,121.58703998516738,31.286014955197487
锋尚99,松江,松江新城,745,121.255811836848,31.040286485121293
荣乐四村,松江,松江老城,744,121.23074803515301,31.02233184476469
闵浦新苑三村东区,闵行,浦江镇,743,121.53704712760388,31.0678033380987
控江路1197弄,杨浦,控江,741,121.53427666358056,31.28379470702117
和亭佳苑,嘉定,安亭,740,121.16069969860429,31.310621933691017
古龙苑,闵行,古美罗阳,738,121.40686568123394,31.15147469172705
南龙潭苑,松江,松江老城,738,121.19363382436386,31.008425331520485
浦江世博家园十五街坊,闵行,浦江镇,737,121.50859554633911,31.077380601674516
建发玖珑湾,松江,泗泾,735,121.26453141480951,31.11994044911745
信义嘉庭,嘉定,马陆,735,121.2802850026702,31.378094872107354
中关村公寓,普陀,曹杨,734,121.42199700873564,31.246723857942126
路劲上海派,嘉定,安亭,734,121.20353925956128,31.29942990773298
人乐一村,松江,松江老城,733,121.3327414630948,31.072935649546864
月夏香樟林,松江,松江老城,732,121.24666591895927,31.016137945298176
幸福村小区(杨浦),杨浦,控江,729,121.54122694314182,31.281270034453957
瑞金南苑,徐汇,大木桥,728,121.47373320780237,31.205865756786938
双阳一村,杨浦,控江,726,121.53937769141896,31.283239212390153
金沙公寓,嘉定,嘉定城区,726,121.26291500800706,31.392846085888674
荣乐一村,松江,松江老城,726,121.23156315757277,31.020586350717473
文化花园香榭丽苑,杨浦,五角场,721,121.49974696757417,31.30880389353773
苗桐佳苑(南区),浦东,北蔡,720,121.57215299676437,31.202402858488856
南杨小区,浦东,三林,720,121.5117779732693,31.15571189465329
控江二村,杨浦,控江,719,121.53254086784362,31.285566404206357
太阳都市花园一期,黄浦,豫园,718,121.49508718740226,31.228487193598696
控江一村,杨浦,控江,716,121.53552530823943,31.287255055546154
东兰世茗雅苑,闵行,古美罗阳,716,121.38817391984342,31.154877896836897
中山文化苑二期,松江,松江新城,714,121.26504498020175,31.066968869314977
百鸟苑(松江),松江,佘山,714,121.24010900738084,31.095540826646474
金地天境,青浦,赵巷,713,121.23085457418648,31.12862585383194
西郊庄园马德里洋房,闵行,华漕,712,121.29684230033845,31.206330056187653
盛桥一村,宝山,月浦,708,121.4109950120022,31.458104929113517
馨佳园六街坊(菊泉街1346弄),宝山,顾村,707,121.37814227272183,31.36833782213538
浦发香舍(公寓),嘉定,嘉定城区,706,121.25967625732137,31.389486757929994
阳光名苑,徐汇,徐家汇,706,121.45598296041685,31.199559071998443
共富三村,宝山,共富,705,121.43269313244296,31.354600666685318
高景花园,青浦,沪青平,702,121.29436333645312,31.17237515454201
宛南五村,徐汇,龙华,700,121.4547047615067,31.18762584162753
保利天鹅语,嘉定,嘉定新城,700,121.24598697965483,31.356597899756014
中大丽都,浦东,金桥,700,121.59552906206721,31.278535043358897
中建锦绣天地,青浦,徐泾,700,121.29109997219646,31.188881843532922
仓城六村,松江,松江老城,700,121.22111676279722,31.00864733002658
馨浦苑北区,青浦,徐泾,699,121.24657698671378,31.186850823753257
延平小区,静安,闸北公园,699,121.46780780499746,31.278822526724994
东苑佳佳花园,闵行,古美罗阳,698,121.39798781770938,31.13213243364421
檀香花苑(公寓),松江,松江新城,698,121.22117703909694,31.045438859396807
红旗教师公寓,徐汇,大木桥,696,121.45587062989996,31.19746287969187
紫荆新苑,黄浦,黄浦滨江,694,121.48465444687048,31.19837611108485
龙湖好望山(公寓),松江,松江大学城,693,121.2300911941641,31.060783238473935
绿洲古猗新苑(二期),普陀,南翔,692,121.320817625247,31.293346074484877
联丰新苑,浦东,三林,691,121.51377328946808,31.160149457319136
桂巷新村,普陀,长征,690,121.40635634200979,31.245034242365755
新月鸿锦苑,宝山,月浦,690,121.42041149951054,31.42659199421431
双花公寓,杨浦,黄兴公园,689,121.53373785993567,31.294014061204738
雅戈尔长风8号,普陀,长风,688,121.39489800607726,31.236860273784618
浦煤新村,浦东,高行,686,121.58085649918945,31.298454635771556
南苑四村,嘉定,嘉定城区,684,121.25332101532993,31.374977879221802
俞三小区,徐汇,龙华,684,121.45433214438117,31.174406024498563
嘉丰佳苑,嘉定,嘉定城区,682,121.24266872893152,31.37805371470063
梅川一街坊,普陀,长征,682,121.40172404998648,31.246309464621877
东宸源著,浦东,临港新城,678,121.93099272086614,30.92518440463869
天虹四村,松江,松江新城,678,121.25487661098157,31.03617720849907
源昌幸福里,青浦,赵巷,678,121.16289668439005,31.164015929865652
荣和苑,静安,阳城,678,121.4469063917135,31.29451271453322
金梅园,普陀,曹杨,675,121.40986700977334,31.245650861811413
三湘未来海岸,杨浦,新江湾城,675,121.51159435962306,31.32207914447342
海上御景苑（潘沪路399弄）,宝山,罗泾,674,121.33399181453414,31.48464073513782
金色港湾公寓,徐汇,大木桥,674,121.46748953535527,31.2051604620577
合景理想家,嘉定,嘉定新城,673,121.26316087422512,31.341635765531336
金昊雅苑南区,奉贤,南桥,672,121.50972515589704,30.923467117750583
富天苑,杨浦,控江,672,121.53937077446655,31.280853402525867
嘉云苑,普陀,长征,672,121.37780325222236,31.249586973082973
瑞虹新城怡庭,虹口,临平,671,121.50753842041496,31.26990974507037
水仙小区,嘉定,安亭,670,121.16526686347812,31.30141227876285
祁连四村,宝山,上大,670,121.38863654718106,31.321711820470192
紫罗兰家苑,杨浦,控江,669,121.53389021255016,31.287551769910078
逸居苑,宝山,淞南,668,121.50053550015083,31.346494114160564
国浩长风汇都,普陀,长风,664,121.39572354884092,31.234848434625373
三湘世纪花城一二期,杨浦,五角场,664,121.4966357762709,31.305653110787883
延吉东路125弄,杨浦,黄兴公园,664,121.5517905667864,31.300961950459644
新湖云庭,徐汇,大木桥,663,121.46736772512811,31.19751044512522
碧云新天地二期,浦东,金桥,661,121.59921984008551,31.26539627902362
市光三村,杨浦,中原,660,121.54755658342621,31.325646962871275
市光一村,杨浦,中原,660,121.54272801164899,31.322038964866046
殷行路305弄,杨浦,中原,660,121.54645014052957,31.333060484262877
荣乐三村,松江,松江老城,658,121.22842304083208,31.02107686558245
凌兆九村,浦东,三林,656,121.50339426760578,31.15118473099968
汇翠花园,徐汇,万体馆,654,121.4443420888047,31.19104348974319
茸平苑,松江,松江新城,653,121.25026318337397,31.042678188378133
春雷路431弄,宝山,月浦,652,121.44165929939915,31.417766069744186
时尚谷创意园,松江,小昆山,652,121.17527623262305,31.036887717810263
芝巷小区,普陀,长征,650,121.40073789019762,31.242235824186714
民欣苑,杨浦,中原,650,121.54446056731472,31.316476860200744
芷江西路285弄,静安,新客站,649,121.46675184687047,31.263678757293864
乐业二村,宝山,月浦,648,121.43923594062488,31.418011906904844
阳光葡提公馆,嘉定,马陆,647,121.29549044037648,31.33706770597703
城市丽园,杨浦,控江,644,121.53584923720634,31.28839515566668
美罗家园宝欣苑八村,宝山,罗店,644,121.3470154478178,31.38941408623039
绿地曼哈顿(二期),崇明,崇明新城,642,121.43544311510065,31.633580865229668
民乐一村,松江,松江老城,638,121.22982197200277,31.023459617435933
王家堂小区,徐汇,万体馆,638,121.45078078337802,31.195784494920122
新上虹新村,闵行,金虹桥,637,121.39767394976418,31.178881708237302
仓城五村,松江,松江老城,636,121.21777039511146,31.008768349556934
徐汇御苑,徐汇,大木桥,633,121.46093388140454,31.198834733189866
开元地中海,松江,松江新城,632,121.22602510410375,31.044619507545242
宛南一村,徐汇,龙华,632,121.45705329143199,31.190362719439843
星风花苑,普陀,长风,630,121.40373706280378,31.233754614493524
爱建新村,普陀,长征,630,121.40457599031956,31.249453837394046
机场新村(龙华),徐汇,徐汇滨江,630,121.45808804954895,31.17374220397558
浦发御园,浦东,御桥,629,121.54088738365904,31.15334353781527
宝龙城市广场(青浦),青浦,赵巷,628,121.1593949996816,31.167929827458213
市光二村,杨浦,中原,620,121.54800097516201,31.322108912846982
浣沙六村,杨浦,黄兴公园,620,121.54039699868115,31.30452186056504
梅岭新村,普陀,长征,620,121.4001604594158,31.249102358264377
杨泰春城,宝山,杨行,619,121.44211797419256,31.387307892360568
新陆花苑,虹口,临平,619,121.51158645453457,31.269746698931357
宝业爱多邦,青浦,赵巷,617,121.16146316845723,31.149786988745138
宏苑小区,虹口,广中,617,121.47527299327702,31.28140983719551
上海之春,嘉定,嘉定城区,617,121.28008602799973,31.386907918211808
德邑小城,松江,松江新城,615,121.19056799748884,31.04555085936085
苏家巷小区,静安,不夜城,614,121.46455189667654,31.263921297321808
新浦江城三期(江栀路350弄),闵行,浦江镇,612,121.50333012859237,31.102548748866738
唐朝酒店,嘉定,安亭,611,121.17049024052699,31.300022409592273
复地新都国际,静安,不夜城,609,121.48224869488422,31.259779973070767
新城香溢澜庭,嘉定,嘉定新城,608,121.25056195978658,31.355695846769567
桃李家园,浦东,三林,607,121.51418174898345,31.166787408944785
盛世豪园二期,杨浦,中原,604,121.52342504318948,31.324745844037956
华师大三村,普陀,长风,600,121.40092904961014,31.236132132412642
风华水岸,普陀,长风,600,121.40844939384803,31.228263475071714
